Product Name,SKU,Image URL,Item Description,Color,Size,Material,URL
"Peugeot Paris Pepper Mill, 18cmPeugeot Paris Pepper Mill, 18cm",100182,https://peugeotmillsaustralia.com.au/cdn/shop/files/100182_a-peugeot.png?v=1751433060&width=416,"Paris, the Peugeot flagship model, is available in many colours and sizes to bring you the greatest of pleasure. The Paris pepper mill, produced in beech wood, can be seen here, simply and authentically, in its natural colour. Produced at the Peugeot factory, located in the East of France, this mill is turned, painted and assembled with the greatest of care, in accordance with the values of the Peugeot brand. Paris is a robust and high-quality piece, equipped with the strong efficient Peugeot pepper grinding mechanism, which comes with a lifetime guarantee. An undeniable sign of superior quality for chefs and all those with a passion for gastronomy. Made In France PEFC wood from French Forests Classic grinding mechanism Lifetime mechanism warranty",Natural Wood,18cm,Wood,https://peugeotmillsaustralia.com.au/products/peugeot-paris-pepper-mill-18-cm
"Peugeot Paris Pepper Mill, 12cmPeugeot Paris Pepper Mill, 12cm",100180,https://peugeotmillsaustralia.com.au/cdn/shop/files/100180_a-peugeot.png?v=1751433067&width=416,"The Paris mill is recognised throughout the world by its generous curves and its exceptionally good performance. The Paris pepper mill is produced in PEFC™ certified beech wood, taken from local Franche-Comté forests. The mill is turned, painted and assembled carefully at the Peugeot factory, located in the East of France. The Paris pepper mill is an essential item in the Peugeot range. This compact mill brings out the flavour of the pepper that it holds by means of the steel mechanism, which comes with a lifetime guarantee. It is the symbol of refined and authentic cooking. The golden knob on top of this mill, engraved with the lion’s head, provides an extremely simple way to change the size of the grind. Choose a fine grind to build up the power of the pepper or a coarser grind to reveal the aromas Made In France PEFC wood from French Forests Classic grinding mechanism Lifetime mechanism warranty",Natural Wood,12cm,Wood,https://peugeotmillsaustralia.com.au/products/peugeot-paris-pepper-mill-12-cm
"Peugeot Nancy Salt & Pepper Mills Duo in Acrylic, 18cmPeugeot Nancy Salt & Pepper Mills Duo in Acrylic, 18cm",100175,https://peugeotmillsaustralia.com.au/cdn/shop/files/100175_a-peugeot.png?v=1751433071&width=416,"The Peugeot Nancy collection replicates the silhouette of the emblematic Paris model in an acrylic finish. The total transparency provides a glimpse of the spices that it holds and stimulates your senses. The Nancy salt and pepper mill duo is an essential of the table and the kitchen. The adjustment knob in shiny metal, placed at the top of these two mills, is used to adjust salt and pepper coarseness to your preference. From the finest grinding to the coarsest, you can season the dishes that you prepare, according to your preferences.",Transparent,18cm,Acrylic,https://peugeotmillsaustralia.com.au/products/peugeot-nancy-salt-pepper-mills-duo-in-acrylic-18-cm
"Peugeot Nancy Salt & Pepper Mills Duo in Acrylic, 12cmPeugeot Nancy Salt & Pepper Mills Duo in Acrylic, 12cm",100174,https://peugeotmillsaustralia.com.au/cdn/shop/files/100174_a-peugeot.png?v=1751433073&width=416,"The Peugeot Nancy collection replicates the silhouette of the emblematic Paris model in an acrylic finish. The total transparency provides a glimpse of the spices that it holds and stimulates your senses. The Nancy salt and pepper mill duo is an essential of the table and the kitchen. The adjustment knob in shiny metal, placed at the top of these two mills, is used to adjust salt and pepper coarseness to your preference. From the finest grinding to the coarsest, you can season the dishes that you prepare, according to your preferences.",Transparent,12cm,Acrylic,https://peugeotmillsaustralia.com.au/products/peugeot-nancy-salt-pepper-mills-duo-in-acrylic-12-cm
"Peugeot Nancy Pepper Mill in Acrylic, 38cmPeugeot Nancy Pepper Mill in Acrylic, 38cm",100172,https://peugeotmillsaustralia.com.au/cdn/shop/files/100172_a-peugeot.png?v=1751433080&width=416,"The Peugeot Nancy collection pepper mills are transparent mills with a timeless design. Produced entirely in acrylic, they highlight and enhance the peppers that they hold, to be very pleasing to the eye. These pepper mills are equipped with an adjustment knob on the head to adjust the grind to suit you. You Tighten the knob to obtain fine grind and you loosen it to obtain coarser grinding. At the table and in the kitchen, these transparent pepper mills pay tribute to the pleasure of the senses, spices and flavours",Transparent,38cm,Acrylic,https://peugeotmillsaustralia.com.au/products/peugeot-nancy-pepper-mill-in-acrylic-38-cm
"Peugeot Nancy Pepper Mill in Acrylic, 30cmPeugeot Nancy Pepper Mill in Acrylic, 30cm",100170,https://peugeotmillsaustralia.com.au/cdn/shop/files/100170_a-peugeot.png?v=1751433081&width=416,"The Peugeot Nancy collection pepper mills are transparent mills with a timeless design. Produced entirely in acrylic, they highlight and enhance the peppers that they hold, to be very pleasing to the eye. These pepper mills are equipped with an adjustment knob on the head to adjust the grind to suit you. You Tighten the knob to obtain fine grind and you loosen it to obtain coarser grinding. At the table and in the kitchen, these transparent pepper mills pay tribute to the pleasure of the senses, spices and flavours",Transparent,30cm,Acrylic,https://peugeotmillsaustralia.com.au/products/peugeot-nancy-pepper-mill-in-acrylic-30-cm
"Peugeot Nancy Pepper Mill in Acrylic, 22cmPeugeot Nancy Pepper Mill in Acrylic, 22cm",100168,https://peugeotmillsaustralia.com.au/cdn/shop/files/100168_a-peugeot.png?v=1751433084&width=416,"The Peugeot Nancy collection pepper mills are transparent mills with a timeless design. Produced entirely in acrylic, they highlight and enhance the peppers that they hold, to be very pleasing to the eye. These pepper mills are equipped with an adjustment knob on the head to adjust the grind to suit you. You Tighten the knob to obtain fine grind and you loosen it to obtain coarser grinding. At the table and in the kitchen, these transparent pepper mills pay tribute to the pleasure of the senses, spices and flavours",Transparent,22cm,Acrylic,https://peugeotmillsaustralia.com.au/products/peugeot-nancy-pepper-mill-in-acrylic-22-cm
"Peugeot Nancy Pepper Mill in Acrylic, 18cmPeugeot Nancy Pepper Mill in Acrylic, 18cm",100165,https://peugeotmillsaustralia.com.au/cdn/shop/files/100165_a-peugeot.png?v=1751433086&width=416,"The Peugeot Nancy collection pepper mills are transparent mills with a timeless design. Produced entirely in acrylic, they highlight and enhance the peppers that they hold, to be very pleasing to the eye. These pepper mills are equipped with an adjustment knob on the head to adjust the grind to suit you. You Tighten the knob to obtain fine grind and you loosen it to obtain coarser grinding. At the table and in the kitchen, these transparent pepper mills pay tribute to the pleasure of the senses, spices and flavours",Transparent,18cm,Acrylic,https://peugeotmillsaustralia.com.au/products/peugeot-nancy-pepper-mill-in-acrylic-18-cm
"Peugeot Nancy Pepper Mill in Acrylic, 12cmPeugeot Nancy Pepper Mill in Acrylic, 12cm",100163,https://peugeotmillsaustralia.com.au/cdn/shop/files/100163_a-peugeot.png?v=1751433091&width=416,"The Peugeot Nancy collection pepper mills are transparent mills with a timeless design. Produced entirely in acrylic, they highlight and enhance the peppers that they hold, to be very pleasing to the eye. These pepper mills are equipped with an adjustment knob on the head to adjust the grind to suit you. You Tighten the knob to obtain fine grind and you loosen it to obtain coarser grinding. At the table and in the kitchen, these transparent pepper mills pay tribute to the pleasure of the senses, spices and flavours",Transparent,12cm,Acrylic,https://peugeotmillsaustralia.com.au/products/peugeot-nancy-pepper-mill-in-acrylic-12-cm
"Peugeot Bistro Nature Pepper Mill, 10cmPeugeot Bistro Nature Pepper Mill, 10cm",100151,https://peugeotmillsaustralia.com.au/cdn/shop/files/100151_a-peugeot.png?v=1751433101&width=416,"The body of the French-made Bistro Nature pepper mill is made from bits of wood that are discarded during the manufacturing process. The wood is given a textured finish by blasting with ground nutshells. This technique offers the wood a unique look and feel. An eco-friendly varnish comprising linseed oil and carnauba wax is then applied to extend the mill's service life and increase its resistance to wear and tear. As with all Peugeot mills, the Bistro Nature pepper mill features a lifetime-guaranteed steel mechanism. The 10 cm Bistro Nature mill is filled with Kampot black pepper grown on a certified organic and fair trade farm. In the kitchen, this powerful pepper with its fruity notes will enhance your culinary showstoppers",Natural Nature,10cm,Wood,https://peugeotmillsaustralia.com.au/products/peugeot-bistro-antique-pepper-mill-in-aged-wood-10-cm-copy
"Peugeot Bistro Antique Pepper Mill in Aged Wood, 10 cmPeugeot Bistro Antique Pepper Mill in Aged Wood, 10 cm",100141,https://peugeotmillsaustralia.com.au/cdn/shop/files/100141_a-peugeot.png?v=1751433105&width=416,"In 1874, Peugeot invented its first table pepper mill, model Z and thus revolutionized the world of gastronomy. Reissue of this model, the Bistro pepper mill is emblematic of Peugeot expertise and has become an essential in cafes and French bouchons. This Peugeot vintage pepper mill is made of aged beech wood. Each item is unique and worked by hand with the greatest delicacy to restore the beauty and charm of a patina of age. The Antique Bistro mill is equipped with Peugeot’s exclusive pepper mechanism, which comes with a lifetime guarantee. The grind can be adjusted using the knob located on the head of the mill. The tighter it is screwed in, the finer the pepper. A tribute to the charms of the past, the wooden Antique Bistro pepper mill will bring a touch of nostalgia to your home.",Aged Wood,10cm,Wood,https://peugeotmillsaustralia.com.au/products/peugeot-bistro-pepper-mill-in-acrylic-10-cm-copy
"Peugeot Bistro Pepper Mill in Acrylic, 10 cmPeugeot Bistro Pepper Mill in Acrylic, 10 cm",100106,https://peugeotmillsaustralia.com.au/cdn/shop/files/100106_a-peugeot.png?v=1751433181&width=416,"Bistro, the first table mill, created in 1874 and featuring Peugeot's original design, has been updated in transparent acrylic to bring a contemporary look to the table. This French-made manual pepper mill gained iconic status as a typical fixture on restaurant tables. This model is equipped with a patented mechanism featuring a lifetime warranty. It has been designed to grind black, white, red and green pepper, as well as pink peppercorns (if mixed with another pepper). The jewel button on top of the mill adjusts the grind setting in a single motion. Made in France Mechanism with a lifetime warranty For grinding black, white, green, and red pepper, pink peppercorns (no more than 15% in a pepper blend) and coriander seeds Grind adjustment button: the more the button is screwed, the finer the grind, and vice versa",Transparent,10cm,Acrylic,https://peugeotmillsaustralia.com.au/products/peugeot-bistro-transparent-pepper-mill-10-cm
"Peugeot BBQ Pepper Mill in Graphite, 30 cmPeugeot BBQ Pepper Mill in Graphite, 30 cm",100465,https://peugeotmillsaustralia.com.au/cdn/shop/files/100465_a-peugeot.png?v=1751433114&width=416,"Peugeot has brought its innovative flair to the wonderful world of alfresco living by presenting a pepper mill with a built-in light specially designed for everyday outdoor use on the BBQ. Made in France Light switches on when the pepper mill is tilted to a 25Â° angle and gradually switches off when vertical LED Light with a long battery life The handle makes it easily portable Shock-resistant to impact Wood sourced from French PEFC-certified forests Water-based paint and varnish Classic grind adjustment system: turn the knob clockwise for a finer grind, or counterclockwise for a coarser grind Mechanism comes with a lifetime warranty For grinding black, white, green, red and pink peppercorns (up to 15% in a blend) as well as coriander seeds",Graphite,30cm,Wood,https://peugeotmillsaustralia.com.au/products/peugeot-bbq-pepper-mill-in-graphite-wood-30cm
"Peugeot Daman u'Select Salt & Pepper Mills Duo, 16 cmPeugeot Daman u'Select Salt & Pepper Mills Duo, 16 cm",100449,https://peugeotmillsaustralia.com.au/cdn/shop/files/100449_a-peugeot.jpg?v=1751433116&width=416,"The Peugeot Daman Salt & Pepper Mills Duo is a perfect combination of style and performance. Features: Made in France Transparent Body made from acrylic and stainless steel accents u'Select Grinding Mechanism:Tighten or loosen the base of the mill to choose between 6 grinding options, from fine to coarse Each grinding mechanism comes with a lifetime mechanism warranty",Transparent,16cm,Acrylic & Stainless Steel,https://peugeotmillsaustralia.com.au/products/peugeot-daman-s-p-duo-16cm-uselect
"Peugeot Line Pepper Mill, 12 cmPeugeot Line Pepper Mill, 12 cm",100430,https://peugeotmillsaustralia.com.au/cdn/shop/files/100430_a-peugeot.png?v=1751433118&width=416,"This magnificent Line pepper mill features a head crafted from wood and a striated aluminum body. With its stylish combination of materials and superb graphical effect, it is a must-have for the table. This pepper mill is made in France and houses Peugeot's famous lifetime-guaranteed mechanism. The button on top of the mill is adorned with the Lion's mark and can be easily used to adjust the grind setting. perfect for use on the table Made in France Wood sourced from French PEFC™ -certified forests Mechanism with a lifetime warranty Five-year warranty for the mill For grinding black, white, green, and red pepper, pink peppercorns (no more than 15% in a pepper blend) and coriander seeds Grind adjustment button: the more the button is screwed, the finer the grind, and vice versa.",Natural Wood & Aluminium,12cm,Aluminium,https://peugeotmillsaustralia.com.au/products/peugeot-pepper-mill-in-aluminium-body-12-cm
"Peugeot Bistro Chef Pepper Mill in Stainless Steel, 10 cmPeugeot Bistro Chef Pepper Mill in Stainless Steel, 10 cm",100143,https://peugeotmillsaustralia.com.au/cdn/shop/files/100143_a-peugeot.jpg?v=1751433141&width=416,"The Peugeot Bistro Chef pepper mill is emblematic of the expertise of its manufacturer. In brushed stainless steel, this Peugeot pepper mill is essential for all great tables and kitchens. Made in France Made with a stainless steel body Classic grind adjustment system: turn the knob clockwise for a finer grind, or counterclockwise for a coarser grind The mechanism comes with a lifetime warranty For grinding black, white, green, red and pink peppercorns (up to 15% in a blend) as well as coriander seeds",Stainless Steel,10cm,Stainless Steel,https://peugeotmillsaustralia.com.au/products/bistro-chef-pepper-mill-in-stainless-steel-10-cm
"Peugeot Bistrorama Pepper Mill, 10 cmPeugeot Bistrorama Pepper Mill, 10 cm",100116,https://peugeotmillsaustralia.com.au/cdn/shop/files/100116_a-peugeot.png?v=1751433160&width=416,"The Bistro Pepper Mill inspired by the model Z, created by Peugeot in 1874, became a real object of desire. Features: Made in France PEFC™ wood, from French forests Radiant colour and shining finish To be combined with the other colours of the Bistrorama collection, to create custom bold pair of your own. Mechanism with a lifetime guarantee The perfect gift to treat yourself or others. Grind adjustment button: the more the button is screwed, the finer the grind, and vice versa. For grinding black, white, green, and red pepper, pink peppercorns (no more than 15% in a pepper blend) and coriander seeds.",Grey,10cm,Wood,https://peugeotmillsaustralia.com.au/products/peugeot-bistro-pepper-mill-in-passion-red-10-cm
"Peugeot Bistro Pepper Mill, 10 cmPeugeot Bistro Pepper Mill, 10 cm",100100,https://peugeotmillsaustralia.com.au/cdn/shop/files/100100_a-peugeot.png?v=1751433180&width=416,"A reproduction of the silhouette of the first Peugeot model created in 1874, the Bistro wooden pepper mill is one of the models that are most emblematic of Peugeot. This mill is a great classic as a treat for yourself or a gift for a loved one. Made In France PEFC wood from French Forests Classic grinding mechanism Lifetime mechanism warranty For best use, only grind black, white, green, red and pink peppercorns (up to 15% in a blend). Do not grind salt in pepper mill.",Natural Wood,10cm,n/a,https://peugeotmillsaustralia.com.au/products/peugeot-bistro-pepper-mill-in-natural-wood-10-cm
